stud.id,name,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
545326,"Warren, Min",Male,20,183,82.7,Protestant,2.71,3rd,Political Science,Social Sciences,54,55,0,0,NA
587900,"Tafoya, Talaina",Female,20,155,66.5,Protestant,2.03,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
272944,"Farris-Neal, Chloe",Female,22,151,63,Orthodox,1.91,5th,Political Science,Economics and Finance,64,49,1,0,NA
729358,"Davis, Joshua",Male,21,172,70.4,Catholic,1.82,5th,Biology,Social Sciences,75,82,1,1,59472.34268
678841,"Mitta, Adriel",Male,23,170,68.5,Catholic,1.53,5th,Political Science,Mathematics and Statistics,48,51,0,1,33259.90273
593016,"Vang, Terrance",Male,20,185,83.9,Catholic,3.53,4th,Environmental Sciences,Social Sciences,78,68,1,1,42664.7906
692008,"Miera, Cierra",Female,18,169,68.3,Other,1.2,4th,Political Science,Social Sciences,59,54,0,1,35507.82884
945776,"Mccully, Tiyera",Female,19,156,62.1,Protestant,1.77,4th,Biology,Economics and Finance,78,79,1,0,NA
481222,"Tran, Tevin",Male,20,171,69.8,Protestant,2.81,4th,Environmental Sciences,Economics and Finance,62,62,1,1,38750.2014
787999,"Herzog, Savannah",Female,18,167,71.8,Muslim,2.78,3rd,Political Science,Biology,53,56,0,0,NA
381745,"Thompson, Sage",Male,20,181,78.3,Protestant,1.57,3rd,Biology,Economics and Finance,82,86,1,0,NA
946072,"Montejano, Tania",Female,24,179,75.2,Catholic,2.19,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
194545,"Baca, Yeen",Male,21,179,80.9,Protestant,2.22,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
170888,"Ortega, Odalis",Female,20,158,63.7,Protestant,3.62,>6th,Social Sciences,Biology,46,50,1,1,31405.47536
373413,"Abraham, Brandon",Male,19,183,83,Protestant,2.73,4th,Biology,Mathematics and Statistics,81,73,1,0,NA
165573,"Sines, Anna",Female,25,169,70.5,Catholic,3.14,4th,Environmental Sciences,Mathematics and Statistics,76,76,0,0,NA
199103,"Atencio, Keyana",Female,23,171,73.4,Other,2.12,5th,Political Science,Economics and Finance,55,58,0,1,34749.58508
981942,"Two Crow, Tyler",Male,23,179,79.1,Catholic,2.41,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
407920,"Yoshida, Timothy",Male,20,188,87.4,Other,1.16,4th,Political Science,Biology,50,52,0,0,NA
783673,"Gregory, Roy",Male,20,178,77.2,Protestant,1.04,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
495511,"Ellison, Kayla",Female,21,164,64.5,Catholic,1.5,>6th,Economics and Finance,Environmental Sciences,70,70,1,1,45993.38553
658589,"Riser, Dina",Female,19,173,68.2,Catholic,1.47,6th,Social Sciences,Biology,53,53,1,1,37894.44361
311899,"Mcqueary, Keithen",Male,19,194,97.4,Other,1.65,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
924619,"Whitmore, Brittany",Female,20,156,62.6,Muslim,1.24,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
137611,"Rison, Judy",Female,20,150,59.2,Protestant,1.52,3rd,Environmental Sciences,Social Sciences,70,70,0,0,NA
231592,"Garcia, Brianna",Female,20,165,65.6,Other,1.56,4th,Biology,Environmental Sciences,76,80,1,0,NA
212688,"Lujan, Thessa",Female,21,172,71,Muslim,1.01,4th,Political Science,Social Sciences,53,47,0,0,NA
651764,"Fagan, Brianna",Female,23,166,67,Catholic,2.78,6th,Mathematics and Statistics,Environmental Sciences,88,91,1,1,43571.96907
555900,"Luqman, Ryan",Male,22,188,86.1,Protestant,1.99,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
537011,"Hannig, Imani",Male,27,181,78.9,Orthodox,1.32,4th,Economics and Finance,Political Science,61,77,1,0,NA
377706,"Rodriguez, Kasmira",Female,24,154,64.9,Catholic,2.12,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
931620,"Gonzales, Perla",Female,21,155,63.8,Protestant,1.13,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
383928,"Cayou, Rohith",Male,21,188,85.8,Protestant,2,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
828981,"Enhbold, Kevin",Male,22,181,80.4,Orthodox,3.08,3rd,Economics and Finance,Environmental Sciences,67,66,0,0,NA
909687,"Latham, Cody",Male,19,180,83.1,Other,2.68,3rd,Mathematics and Statistics,Environmental Sciences,91,85,0,0,NA
252615,"Rushing, Rhiannon",Female,21,169,73.1,Catholic,1.37,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
759837,"Hoang, Michael",Male,20,172,70.9,Catholic,1.95,>6th,Social Sciences,Biology,44,46,1,1,21582.80074
453805,"Cruz, Justin",Male,20,177,75.7,Protestant,3,6th,Economics and Finance,Environmental Sciences,67,75,1,1,51032.83841
650150,"Franklin, Vivian",Female,22,166,69.3,Muslim,1.63,4th,Mathematics and Statistics,Environmental Sciences,86,95,1,1,41336.17
747829,"Debow, Krysta",Female,23,179,81.9,Other,1.33,4th,Environmental Sciences,Social Sciences,75,70,1,1,30618.60966
978846,"Jones, Jacob",Male,18,171,73.2,Other,2.33,3rd,Biology,Economics and Finance,75,76,0,0,NA
451239,"Alex, Bryan",Male,35,193,92,Other,2.54,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
415427,"Simon, Aubrey",Female,24,166,65.9,Other,2.79,1st,Economics and Finance,Biology,NA,NA,0,0,NA
878407,"Largo, Menandez",Male,24,178,74.7,Protestant,1.32,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
122243,"Farrell, Ashley",Female,39,170,70,Catholic,2.63,1st,Social Sciences,Biology,NA,NA,0,0,NA
736492,"Yang, Pedro",Male,22,176,74.9,Other,1.41,3rd,Environmental Sciences,Economics and Finance,71,79,1,0,NA
545003,"Bushyhead, Damian",Male,19,194,92.7,Catholic,1.5,4th,Mathematics and Statistics,Economics and Finance,88,98,1,0,NA
656406,"Lawrence, Michelle",Female,23,158,64.3,Other,3.16,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
163325,"Alvarez, Heidi",Female,20,160,67,Protestant,1.18,4th,Biology,Political Science,81,82,1,1,46509.33139
629051,"Bartelt, Darius",Male,20,171,70.9,Other,2.45,3rd,Political Science,Mathematics and Statistics,54,57,1,0,NA
233564,"Rynearson, Aide",Female,24,168,67.4,Other,3.5,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
593820,"Watkins, Chris",Male,22,186,89,Other,1.08,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
554345,"Crisp, Desmond",Male,23,182,76.1,Catholic,2.55,6th,Biology,Environmental Sciences,72,79,1,0,NA
769520,"Parra, Dominic",Male,23,178,78.1,Other,2.23,4th,Social Sciences,Economics and Finance,40,47,1,0,NA
269818,"Hermida, Elshadaii",Female,23,152,62.9,Other,1.34,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
470081,"Lor, Evan",Male,19,183,78.2,Other,1.57,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
801930,"Velez, Willieva",Female,20,153,62.6,Catholic,1.4,3rd,Biology,Social Sciences,72,82,1,0,NA
247295,"Ehlers, Carley",Female,21,162,65.9,Other,1.17,>6th,Biology,Political Science,73,79,0,1,45018.67952
329923,"Sunoo, Michael",Male,23,185,85.7,Catholic,1.6,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
156476,"Nealey, Melissa",Female,22,169,69.8,Catholic,2.23,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
207765,"Bivings, Eric",Male,19,179,76.2,Catholic,1.63,6th,Biology,Environmental Sciences,84,79,1,1,46557.45072
223602,"Gonzalez, Ayana",Female,21,162,63.2,Protestant,2.28,4th,Environmental Sciences,Biology,63,85,1,0,NA
928145,"Kline, Cam",Female,56,161,72.1,Protestant,2.59,5th,Environmental Sciences,Political Science,68,69,1,1,35294.46948
363789,"Paytiamo, Andrew",Male,23,170,67,Other,2.22,5th,Social Sciences,Political Science,43,39,0,0,NA
363256,"Montgomery, Lindsey",Female,22,159,65.6,Orthodox,1.94,4th,Political Science,Biology,62,54,0,1,28887.59297
698434,"Ford Nunn, Fue",Male,21,173,75.1,Catholic,2.84,6th,Mathematics and Statistics,Biology,89,93,1,0,NA
181564,"Hill, Tisha",Female,22,168,69.1,Catholic,2.36,1st,Social Sciences,Biology,NA,NA,0,0,NA
726498,"Bowens, Trenton",Male,19,182,81.4,Orthodox,3.85,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
309221,"Candelaria, Dean",Male,57,181,81.5,Other,1.55,4th,Mathematics and Statistics,Political Science,81,88,0,0,NA
424665,"Davis, Pa Nhia",Female,21,156,60.4,Other,1.64,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
908483,"Bobillo, Brianna",Female,21,160,60.9,Protestant,1.41,3rd,Political Science,Environmental Sciences,59,60,1,0,NA
960794,"Griggs, Lawrence",Male,18,179,81.4,Catholic,1.28,5th,Mathematics and Statistics,Political Science,90,94,1,1,61382.06131
652511,"Van, Bryas",Male,19,175,72.9,Other,2.59,6th,Environmental Sciences,Social Sciences,68,75,1,0,NA
617757,"Nieves, Munkhzaya",Female,20,159,64.6,Other,3.94,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
724677,"Cleage, Justice",Male,20,192,93.3,Other,1.64,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
534850,"Foley, Vincent",Male,20,170,72.7,Protestant,1.26,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
746601,"Geer, Pwint",Female,22,172,71.4,Other,1.73,3rd,Economics and Finance,Environmental Sciences,60,65,0,0,NA
236772,"Armstrong, Yiyang",Male,19,180,77.7,Other,1.66,1st,Social Sciences,Biology,NA,NA,0,0,NA
959007,"Brooks, Holly",Female,19,166,70.8,Muslim,3.71,4th,Social Sciences,Mathematics and Statistics,44,51,1,0,NA
555084,"Korionoff, Paul",Male,21,178,74.7,Protestant,1.54,4th,Political Science,Mathematics and Statistics,50,55,1,0,NA
775511,"Ortiz-Soto, Sherrydan",Female,23,175,72.2,Other,3.09,1st,Political Science,Social Sciences,NA,NA,0,0,NA
115475,"Jefferson, Emiko",Female,19,148,60.1,Other,2.49,4th,Social Sciences,Political Science,46,47,1,0,NA
624233,"Gomez, Sabrina",Female,21,159,63.9,Catholic,2.51,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
781590,"Ballesteros, Whittney",Female,21,161,62.6,Protestant,1.69,1st,Political Science,Biology,NA,NA,0,0,NA
508696,"Engelhart, Yosef",Male,21,176,72.4,Protestant,1.45,5th,Environmental Sciences,Social Sciences,71,63,0,1,38408.59012
876494,"Alejandre, Mina",Female,21,170,69.6,Catholic,2.78,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
394584,"Lujan, Amorita",Female,19,167,72.1,Catholic,1.69,3rd,Biology,Environmental Sciences,77,77,1,0,NA
572684,"Burl, Fayeza",Female,21,159,63.2,Protestant,2.03,3rd,Environmental Sciences,Economics and Finance,76,67,0,0,NA
314308,"Clark, Sozan",Female,23,176,76.7,Other,2.36,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
546482,"Smith, Dennis",Male,22,175,78.7,Other,3.57,>6th,Economics and Finance,Mathematics and Statistics,73,64,1,1,50910.60536
855401,"Calva Calva, Paige",Female,22,165,62,Protestant,1.97,>6th,Economics and Finance,Political Science,55,53,0,1,43552.60124
111998,"Conover, Timothy",Male,20,174,75.8,Catholic,2.15,5th,Environmental Sciences,Mathematics and Statistics,64,72,1,1,37364.35355
142915,"Ho, Patrick",Male,22,189,85,Catholic,1.04,1st,Biology,Political Science,NA,NA,0,0,NA
394205,"Montrey, Nicaela",Female,24,164,61.9,Protestant,2.71,6th,Political Science,Economics and Finance,45,55,0,1,31331.65571
927071,"Robinson, Tyler",Male,18,180,74.5,Other,3.5,4th,Political Science,Environmental Sciences,51,58,1,0,NA
872416,"Tyndall, Paul",Male,21,195,98,Catholic,1.56,4th,Mathematics and Statistics,Social Sciences,89,92,1,0,NA
532690,"Aguirre, Ladaisha",Female,18,170,69.3,Orthodox,2.44,6th,Social Sciences,Political Science,48,43,1,1,38738.0142
826323,"Yuan, Alberto",Male,21,182,80.8,Other,2.9,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
814051,"Martinez, Diamond",Female,21,171,68.3,Other,3.11,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
373214,"Sath, Dustin",Male,23,186,82.7,Catholic,1.95,4th,Environmental Sciences,Social Sciences,74,75,1,0,NA
420495,"Medina, Tiara",Female,19,161,61.9,Other,2.6,4th,Social Sciences,Environmental Sciences,38,41,1,0,NA
117006,"Cawili, Michael",Male,22,180,77.3,Catholic,3.28,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
267999,"Manning, Brianna",Female,23,176,74.6,Protestant,2.83,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
141913,"Allen, Myhanh",Female,21,170,71.9,Protestant,2.81,3rd,Biology,Mathematics and Statistics,76,80,0,0,NA
472249,"Lopez, Adela",Female,22,160,66.7,Other,2.71,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
524727,"Yearwood, Gabrielle",Female,20,160,61.4,Protestant,1.94,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
337390,"Crews, Sheela",Female,19,164,66.8,Other,1.63,3rd,Biology,Economics and Finance,75,74,1,0,NA
674761,"Bernal, Hannah",Female,23,157,63.3,Protestant,2.75,1st,Political Science,Biology,NA,NA,0,0,NA
782617,"Hartwig, Moriah",Female,18,156,64.9,Other,1.01,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
415834,"Arellano, Esmeralda",Female,20,161,58.6,Catholic,2.55,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
692455,"Taase, Basheer",Male,21,183,82.1,Catholic,2.98,4th,Biology,Economics and Finance,70,79,1,0,NA
705616,"Watkins, Ethan",Male,22,181,77.9,Protestant,2.84,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
521046,"Romero, Kimberly",Female,22,157,62.1,Protestant,2.22,5th,Social Sciences,Political Science,43,49,1,1,33641.73103
227796,"Ruybal, Danielle",Female,19,162,66.9,Protestant,1.43,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
774278,"Behr, Karl",Male,55,186,86,Catholic,2.1,4th,Environmental Sciences,Mathematics and Statistics,80,71,0,1,36451.77061
619348,"Bishop, Meghan",Female,21,159,66,Catholic,1.74,2nd,Biology,Political Science,NA,NA,0,0,NA
427154,"Watts, Angad",Male,21,182,76.6,Catholic,3.66,5th,Social Sciences,Economics and Finance,48,41,1,0,NA
670195,"Robinson, Sana",Female,21,166,69.3,Other,2.19,1st,Biology,Social Sciences,NA,NA,0,0,NA
596600,"Beyale, Saehnerdoe",Male,21,188,84,Protestant,3.72,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
411195,"Galvan, Selena",Female,20,163,69.6,Catholic,2.86,5th,Social Sciences,Economics and Finance,37,43,0,1,26235.13457
571311,"Meeks, Shivani",Female,22,166,68.4,Protestant,1.31,4th,Political Science,Economics and Finance,53,58,1,1,36433.02889
285034,"Buchanan, Rachel",Female,21,162,64.7,Catholic,3.05,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
571052,"Lightfoot, Derek",Male,20,185,86,Other,1.22,4th,Political Science,Economics and Finance,55,56,1,0,NA
837316,"Carroll, Ryan",Male,20,170,75,Protestant,3.54,>6th,Social Sciences,Economics and Finance,42,43,1,1,38483.72599
189204,"Collier, Victor",Male,21,158,65.9,Catholic,2.84,4th,Environmental Sciences,Social Sciences,70,77,0,0,NA
160990,"Mcghee, Charles",Male,22,168,71.5,Catholic,2.29,6th,Economics and Finance,Mathematics and Statistics,73,62,1,0,NA
223835,"Datta, Joel",Male,18,176,78.2,Other,1.09,6th,Mathematics and Statistics,Environmental Sciences,81,93,0,1,56251.62873
842174,"Cao, Louis",Male,20,190,86.4,Protestant,3.49,6th,Mathematics and Statistics,Biology,91,87,1,0,NA
233075,"Hurtado, Rebecca",Female,20,160,64.3,Other,1.83,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
232686,"Ro, Darius",Male,20,171,72.4,Other,3.33,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
843780,"Paiz, Christa",Female,24,164,68.5,Other,2.82,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
852898,"Davis, Tove",Female,19,169,71.6,Other,3.51,3rd,Biology,Mathematics and Statistics,80,85,1,0,NA
626801,"Garcia, Dominic",Male,20,181,78,Protestant,1.41,4th,Economics and Finance,Environmental Sciences,64,67,1,0,NA
877185,"Greer, Angelique",Female,22,158,61.3,Orthodox,1.96,3rd,Social Sciences,Environmental Sciences,46,43,1,0,NA
837377,"Lavender, Henry",Male,22,170,67.5,Other,1.79,4th,Mathematics and Statistics,Political Science,90,93,1,0,NA
737838,"Morgan, Jae",Male,21,194,95.8,Other,3,5th,Social Sciences,Mathematics and Statistics,43,51,1,0,NA
123537,"Mediavilla, Kayra",Female,22,171,70.1,Protestant,1.64,3rd,Political Science,Environmental Sciences,55,55,1,0,NA
435596,"Gregson, Jasmine",Female,20,156,63.8,Protestant,2.45,3rd,Political Science,Biology,44,51,0,0,NA
907433,"Villa, Tasondra",Female,23,167,68.7,Protestant,1.05,4th,Environmental Sciences,Social Sciences,65,69,1,0,NA
466551,"Aguirre Gutierrez, Jamie",Female,24,176,78,Orthodox,2.77,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
964465,"Urioste, Anita",Female,20,164,63.8,Catholic,2.91,4th,Biology,Economics and Finance,81,74,1,0,NA
386360,"Gilbert, Vincent",Male,21,180,80.2,Catholic,3.84,3rd,Environmental Sciences,Economics and Finance,75,68,0,0,NA
381370,"Mcnew, Trevon",Male,19,181,74.3,Protestant,1,1st,Biology,Economics and Finance,NA,NA,0,0,NA
332713,"Ondrejka, Matthew",Male,21,190,84.8,Other,1.18,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
375119,"Thanh, Davon",Male,20,172,74.8,Other,3.31,5th,Mathematics and Statistics,Biology,84,78,0,1,44147.76652
450560,"Herrera, Ashley",Female,23,161,67.7,Protestant,1.99,3rd,Social Sciences,Biology,42,45,1,0,NA
537813,"Lopez, Aason",Female,21,153,59.6,Catholic,1.28,>6th,Biology,Economics and Finance,71,77,0,1,42615.12521
865382,"Hastings, Abenezer",Male,22,180,81.1,Catholic,3.35,1st,Social Sciences,Biology,NA,NA,0,0,NA
361750,"Watts, Barinder",Male,24,183,81.4,Protestant,2.22,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
779405,"Lenahan, Jacob",Male,20,176,70,Other,1.32,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
988341,"Thinn, John",Male,60,184,80.8,Catholic,2.27,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
620728,"Minades-Simon, Arianna",Female,18,164,67.5,Catholic,3.38,4th,Social Sciences,Economics and Finance,40,45,1,0,NA
143522,"Pride, Justin",Male,22,176,77.7,Protestant,3.78,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
147519,"Gracely, Michael",Male,20,176,76.6,Other,3.48,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
674155,"Vasquez, Saraiah",Female,22,162,62.8,Protestant,1.79,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
642162,"Ortiz, Ayeshia",Female,21,163,67.3,Catholic,2.62,3rd,Political Science,Social Sciences,53,60,0,0,NA
280790,"Mestas, Liliana",Female,24,167,65.7,Protestant,2.1,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
891665,"Walker, Saleena",Female,23,179,77.8,Other,1.49,>6th,Biology,Social Sciences,72,83,0,0,NA
672789,"Martinez, Kaitlyn",Female,25,150,66.9,Catholic,1.7,3rd,Political Science,Biology,59,66,1,0,NA
754921,"Hernandez Barraza, Kuei",Female,24,169,68.2,Protestant,1.54,3rd,Economics and Finance,Political Science,67,69,1,0,NA
269392,"Degenhart, Amy",Female,25,162,67.5,Other,1.07,4th,Political Science,Mathematics and Statistics,51,60,1,1,38758.77897
936425,"Mosqueda, Rayel",Female,21,165,69.5,Orthodox,1.82,3rd,Social Sciences,Mathematics and Statistics,52,53,1,0,NA
946111,"Chaparro, Fabiola",Female,19,159,59.7,Other,1.4,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
547391,"Gonzales, Meikko",Female,23,166,67.2,Other,2.19,5th,Economics and Finance,Biology,63,67,0,1,36409.50602
675264,"Sanchez, Genevieve",Female,26,159,65.1,Other,1.35,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
423213,"Marler, Theolian",Male,20,174,72.1,Other,1.3,5th,Mathematics and Statistics,Social Sciences,91,94,1,1,43066.60909
280189,"Morales, Linda",Female,21,149,61.6,Catholic,1.79,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
327495,"Alderman, Kelechi",Male,19,168,68.2,Orthodox,3.47,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
664198,"May, Ashier",Male,20,175,74.8,Other,2.28,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
301330,"Villa, Tyliesha",Female,23,164,69.4,Protestant,2.96,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
607721,"Horton, Vien",Male,21,182,82.4,Catholic,2.08,>6th,Mathematics and Statistics,Biology,84,87,1,1,39612.47567
948425,"Allen, Conner",Male,24,176,77.4,Protestant,2.23,3rd,Environmental Sciences,Biology,72,74,1,0,NA
318832,"Irvin, Sharin",Female,22,154,60.8,Protestant,1.42,4th,Social Sciences,Mathematics and Statistics,37,44,0,0,NA
336818,"Earnest, Nicholas",Male,19,175,77.3,Other,1.64,3rd,Mathematics and Statistics,Political Science,89,90,1,0,NA
197076,"Zekaria, Amanda",Female,20,162,61.3,Protestant,1.1,4th,Environmental Sciences,Political Science,62,73,0,1,32916.5963
157994,"Gaytan, Amaris",Female,21,170,72.8,Other,1.69,3rd,Environmental Sciences,Economics and Finance,77,71,1,0,NA
918215,"Hernandez, Yannell",Female,21,153,58.1,Catholic,2.92,>6th,Mathematics and Statistics,Political Science,90,94,1,1,45286.13245
356777,"Martinez Apodaca, Katrina",Female,22,169,73.4,Other,2.17,2nd,Biology,Social Sciences,NA,NA,0,0,NA
443474,"Northup, Shruti",Female,20,170,76.4,Catholic,1.13,3rd,Environmental Sciences,Biology,75,66,1,0,NA
953623,"Miller, Victoria",Female,20,153,61.4,Other,1.12,4th,Political Science,Economics and Finance,55,61,1,0,NA
337334,"Jackson, Katherine",Female,22,163,67.8,Other,1.18,4th,Social Sciences,Environmental Sciences,40,57,1,1,31703.38063
919582,"Sakai, Cornell",Male,18,187,85.9,Catholic,3.53,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
